Vendor,Category,Item,Price,Origin
CryptoDirect666,Drugs/Ecstasy/Pills,Grade-A Ecstasy Tabs 14ct,2.563238 BTC,Europe
SilentMarket838,Fraud/Documents,Counterfeit Tested Passport,1.687494 BTC,India
PureMarket224,Drugs/Ecstasy/MDMA,Crystal Grade-A MDMA 14g,0.918458 BTC,Canada
DarkBoss582,Drugs/Ecstasy/MDMA,Pure Quality Molly 1g,0.358291 BTC,China
SilentVendor726,Drugs/Psychedelics/DMT,Extracted Grade-A DMT 250g,2.248058 BTC,Australia
OmegaDirect105,Drugs/Ecstasy/Pills,Tested Ecstasy Tabs 100ct,3.196956 BTC,Europe
PharmaDirect770,Drugs/Stimulants/Speed,Crystal Premium Speed 25g,0.721883 BTC,UK
VenomSource815,Drugs/Prescription/Tramadol,Generic Premium Ultram 10ct,3.464885 BTC,USA
CryptoLab868,Drugs/Ecstasy/MDMA,Verified Ecstasy Crystals 250g,3.433725 BTC,USA/Europe
CryptoDirect666,Drugs/Cannabis/Hash,Verified Quantity 2g,6.315305 BTC,Canada
AlphaStore132,Drugs/Prescription/Adderall,Lab Amphetamine Salts 25ct,4.958097 BTC,USA
AlphaVendor354,Drugs/Psychedelics/DMT,Crystal Premium DMT 25g,1.448941 BTC,Spain
BluePro475,Drugs/Stimulants/Meth,Ice Grade-A Crystal 25g,1.272234 BTC,Europe
PureVendor480,Drugs/Stimulants/Meth,Pure Methamphetamine 250g,0.886207 BTC,USA
CryptoDealer638,Drugs/Stimulants/Meth,Ice Lab Crystal 2g,3.611995 BTC,Canada
UltraLab266,Digital/Hacking,Premium Fullz,0.277041 BTC,Canada
StealthShop752,Drugs/Opioids/Oxycodone,Pure Percs 100ct,4.194343 BTC,UK
UltraKing555,Drugs/Ecstasy/Pills,Blue Lab Press 100ct,1.066115 BTC,USA/Europe
AlphaStore354,Drugs/Opioids/Fentanyl,Research Chemical Verified Fent 7g,2.195089 BTC,Spain
StealthKing618,Drugs/Psychedelics/Mushrooms,Dried Verified Shrooms 500g,3.145762 BTC,Switzerland
SecureBoss844,Drugs/Prescription/Xanax,Authentic Grade-A Xanax 250ct,0.520813 BTC,China
PharmaSource313,Drugs/Dissociatives/Ketamine,Premium K Powder 250g,0.83309 BTC,Czech Republic
DeltaStore687,Drugs/Stimulants/Cocaine,High Purity Tested Cocaine 100g,0.099575 BTC,Australia
VenomLab714,Drugs/Opioids/Oxycodone,Quality Percs 25ct,0.416201 BTC,Germany
ShadowVendor954,Drugs/Psychedelics/DMT,Crystal Premium DMT 25g,0.772105 BTC,France
QuickSource60,Drugs/Psychedelics/DMT,Grade-A Spice 250g,2.926003 BTC,Netherlands
EliteShop410,Drugs/Ecstasy/Pills,Premium Ecstasy Tabs 100ct,0.595825 BTC,India
RedMarket810,Drugs/Dissociatives/Ketamine,Tested K Powder 100g,2.66548 BTC,India
SpeedMarket271,Fraud/Documents,Fake Lab ID,1.69991 BTC,Netherlands
AlphaStore878,Drugs/Dissociatives/Ketamine,Research Grade Grade-A Ketamine 1g,3.641645 BTC,No Info
KingDirect228,Drugs/Cannabis/Weed,Quality Pure Items 500ct,5.112858 BTC,Belgium
StealthPro162,Drugs/Cannabis/Weed,Quality Tested Items 25ct,4.460022 BTC,USA
PharmaDirect647,Drugs/Stimulants/Meth,Premium Quality Meth 100g,2.500303 BTC,USA/Europe
SilentMaster997,Drugs/Cannabis/Weed,Quality Tested Items 25ct,3.891181 BTC,Canada
PharmaSource204,Drugs/Opioids/Oxycodone,Pure Percs 14ct,4.752643 BTC,Spain
UltraVendor891,Drugs/Psychedelics/LSD,Pure LSD Blotters 14ct,2.838691 BTC,USA
AlphaKing870,Drugs/Cannabis/Weed,Quality Grade-A Items 10ct,3.143032 BTC,Canada
SwiftStore705,Drugs/Psychedelics/LSD,Premium LSD Blotters 500ct,3.609842 BTC,France
KingKing458,Drugs/Prescription/Tramadol,Lab Tramadol 5ct,2.980554 BTC,Canada
QuickSource60,Drugs/Cannabis/Hash,Quality Quantity 1g,7.004098 BTC,USA/Europe
SilentBoss239,Drugs/Cannabis/Edibles,Premium Lab Product 250g,1.410991 BTC,Spain
SilentBoss239,Drugs/Prescription/Tramadol,Generic Lab Ultram 10ct,4.990675 BTC,India
AlphaKing463,Drugs/Cannabis/Weed,Premium Lab Product 7g,1.712207 BTC,India
SpeedMarket529,Drugs/Stimulants/Cocaine,Tested Blow 100g,2.957148 BTC,Germany
DarkShop818,Drugs/Ecstasy/MDMA,Crystal Grade-A MDMA 2g,3.884027 BTC,Netherlands
KingKing458,Drugs/Cannabis/Weed,Premium Quantity 50g,3.410788 BTC,India
QuickMaster491,Drugs/Ecstasy/Pills,Blue Lab Press 50ct,1.702628 BTC,Europe
SwiftStore884,Drugs/Dissociatives/Ketamine,Tested K Powder 250g,3.236087 BTC,France
StealthVendor191,Drugs/Cannabis/Hash,Lab Quantity 250g,2.251232 BTC,Germany
AlphaStore878,Drugs/Cannabis/Hash,Quality Lab Items 100ct,4.073143 BTC,Canada
PureStore440,Drugs/Psychedelics/Mushrooms,Dried Verified Shrooms 14g,0.654443 BTC,France
SwiftStore705,Drugs/Prescription/Adderall,Authentic Quality Adderall 28ct,2.857523 BTC,Canada
PureMarket96,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 50g,3.741318 BTC,Czech Republic
VenomMarket709,Drugs/Cannabis/Edibles,Quality Tested Items 7ct,3.618614 BTC,India
GhostLab755,Drugs/Psychedelics/LSD,Tested LSD Blotters 500ct,3.828412 BTC,No Info
VenomLab764,Drugs/Stimulants/Meth,Premium Verified Meth 7g,2.484111 BTC,India
BluePro475,Drugs/Ecstasy/Pills,Lab MDMA Pressed Pills 7ct,5.166596 BTC,Czech Republic
SilentMarket189,Drugs/Opioids/Heroin,Verified Heroin 250g,1.308461 BTC,USA/Europe
BluePro475,Drugs/Prescription/Adderall,Verified Amphetamine Salts 50ct,1.152398 BTC,Germany
EliteMaster689,Drugs/Stimulants/Speed,Quality Lab Amphetamine 14g,2.650046 BTC,Canada
AlphaKing870,Drugs/Stimulants/Cocaine,Lab Blow 25g,0.906413 BTC,Worldwide
DeltaMarket543,Drugs/Stimulants/Cocaine,High Purity Lab Cocaine 500g,0.667983 BTC,UK
NightLab646,Drugs/Prescription/Tramadol,Quality Tramadol 500ct,5.107657 BTC,Poland
SwiftKing346,Drugs/Stimulants/Cocaine,Lab Blow 1g,2.288088 BTC,Czech Republic
PharmaBoss522,Drugs/Prescription/Tramadol,Generic Grade-A Ultram 7ct,1.243388 BTC,Belgium
SilentPro922,Drugs/Opioids/Oxycodone,Lab Percs 50ct,1.622665 BTC,UK
VenomSource928,Drugs/Psychedelics/DMT,Quality Spice 14g,0.832379 BTC,Switzerland
SecureBoss844,Drugs/Prescription/Tramadol,Tested Tramadol 14ct,0.799967 BTC,Australia
PharmaDirect770,Drugs/Stimulants/Cocaine,Lab Blow 50g,3.17359 BTC,Australia
SilentMarket189,Drugs/Stimulants/Cocaine,Fishscale Pure Coke 25g,4.363203 BTC,Poland
SecureBoss844,Drugs/Opioids/Heroin,Lab Heroin 5g,4.925335 BTC,China
StealthKing618,Drugs/Psychedelics/DMT,Premium Spice 2g,0.638025 BTC,UK
SpeedMarket519,Drugs/Psychedelics/Mushrooms,Psilocybin Pure Mushrooms 5g,9.194009 BTC,Belgium
VenomSource815,Drugs/Opioids/Heroin,Pure Heroin 10g,1.287785 BTC,China
BluePro475,Drugs/Ecstasy/Pills,Blue Pure Press 2ct,0.991686 BTC,Europe
UltraKing555,Digital/Hacking,Hacked Pure Account,0.344416 BTC,USA
CryptoDirect666,Digital/Hacking,Quality Fullz,3.543599 BTC,Czech Republic
NightLab646,Drugs/Psychedelics/Mushrooms,Grade-A Cubensis 5g,4.29773 BTC,USA
SilentMarket838,Digital/Hacking,Lab Fullz,0.342198 BTC,Poland
PharmaDirect647,Drugs/Prescription/Tramadol,Generic Premium Ultram 2ct,1.959301 BTC,Poland
GhostLab755,Drugs/Ecstasy/Pills,Verified Ecstasy Tabs 5ct,2.695517 BTC,USA/Europe
OmegaDirect105,Drugs/Cannabis/Hash,Premium Grade-A Product 250g,9.378616 BTC,Belgium
SwiftKing346,Drugs/Prescription/Adderall,Authentic Premium Adderall 25ct,2.480286 BTC,USA
VenomVendor269,Drugs/Dissociatives/Ketamine,Tested K Powder 25g,0.33454 BTC,Germany
GreenDealer162,Drugs/Cannabis/Hash,Quality Quality Items 2ct,1.276178 BTC,Czech Republic
SpeedMarket519,Drugs/Prescription/Adderall,Authentic Premium Adderall 5ct,4.872362 BTC,UK
AlphaStore354,Drugs/Stimulants/Meth,Ice Lab Crystal 2g,3.151623 BTC,USA/Europe
PharmaExpert186,Drugs/Cannabis/Edibles,Quality Tested Items 50ct,1.428234 BTC,Worldwide
SpeedDealer285,Drugs/Cannabis/Edibles,Quality Tested Items 25ct,0.351085 BTC,Spain
SilentPro922,Drugs/Cannabis/Hash,Premium Lab Product 10g,3.457539 BTC,Belgium
GhostLab755,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 1g,1.499649 BTC,Worldwide
UltraLab266,Drugs/Prescription/Tramadol,Generic Quality Ultram 250ct,9.015559 BTC,India
SwiftStore705,Drugs/Ecstasy/MDMA,Grade-A Ecstasy Crystals 500g,3.745752 BTC,UK
UltraLab266,Drugs/Opioids/Oxycodone,Authentic Premium Oxy 500ct,0.646695 BTC,Belgium
GreenDealer162,Drugs/Dissociatives/Ketamine,Lab K Powder 14g,2.559409 BTC,USA
BlueKing295,Drugs/Psychedelics/Mushrooms,Dried Premium Shrooms 250g,2.240606 BTC,France
SilentBoss239,Drugs/Dissociatives/Ketamine,Verified K Powder 100g,2.352515 BTC,Spain
PharmaBoss522,Drugs/Stimulants/Meth,Premium Grade-A Meth 2g,0.321162 BTC,Poland
PharmaSource313,Drugs/Prescription/Adderall,Quality Amphetamine Salts 2ct,5.054351 BTC,Europe
VenomSource815,Drugs/Stimulants/Meth,Ice Verified Crystal 25g,2.621184 BTC,Switzerland
OmegaDirect105,Drugs/Psychedelics/LSD,Lab Liquid LSD 5ml,1.429836 BTC,Australia
SwiftDealer556,Drugs/Stimulants/Cocaine,High Purity Lab Cocaine 14g,2.400532 BTC,Germany
AlphaKing870,Drugs/Psychedelics/Mushrooms,Lab Cubensis 10g,3.22697 BTC,India
SilentBoss239,Drugs/Ecstasy/Pills,Blue Lab Press 10ct,2.692667 BTC,Canada
SilentPro922,Drugs/Cannabis/Edibles,Premium Pure Product 500g,6.246529 BTC,USA/Europe
BlackShop465,Digital/Hacking,Hacked Premium Account,0.300697 BTC,Worldwide
SpeedShop526,Drugs/Ecstasy/Pills,Grade-A Ecstasy Tabs 10ct,0.116389 BTC,India
KingKing458,Drugs/Prescription/Tramadol,Generic Lab Ultram 100ct,3.407564 BTC,Europe
KingKing458,Drugs/Opioids/Heroin,Brown Premium Dope 5g,2.459971 BTC,Switzerland
DarkBoss582,Drugs/Cannabis/Weed,Quality Lab Items 10ct,0.385101 BTC,Belgium
DarkShop818,Drugs/Opioids/Heroin,Verified Heroin 2g,1.727011 BTC,Germany
SilentMarket189,Drugs/Dissociatives/Ketamine,Grade-A K Powder 5g,0.929781 BTC,Europe
BlackExpert873,Digital/Hacking,Hacked Premium Account,4.002286 BTC,USA
QuickKing639,Drugs/Opioids/Fentanyl,Research Chemical Verified Fent 10g,0.081718 BTC,Poland
UltraSource684,Drugs/Cannabis/Weed,Pure Quantity 25g,5.49711 BTC,Netherlands
SpeedMarket519,Drugs/Dissociatives/Ketamine,Research Grade Tested Ketamine 5g,3.181075 BTC,USA
AlphaMaster277,Drugs/Opioids/Oxycodone,Premium Percs 1ct,1.399027 BTC,China
PureMarket96,Drugs/Psychedelics/Mushrooms,Psilocybin Lab Mushrooms 7g,2.497472 BTC,Belgium
BlueStore78,Drugs/Opioids/Oxycodone,Lab Percs 14ct,2.128423 BTC,Worldwide
OmegaDirect105,Drugs/Psychedelics/Mushrooms,Dried Pure Shrooms 2g,0.160231 BTC,Switzerland
SilentMarket838,Drugs/Psychedelics/LSD,Quality Liquid LSD 1ml,4.118451 BTC,Belgium
SpeedMarket271,Digital/Hacking,Lab Fullz,1.92656 BTC,Europe
UltraMarket470,Drugs/Ecstasy/Pills,Quality MDMA Pressed Pills 100ct,0.423897 BTC,Canada
QuickDealer552,Drugs/Cannabis/Edibles,Quality Quality Items 100ct,3.312775 BTC,Worldwide
SpeedMarket519,Drugs/Opioids/Oxycodone,Pure Percs 10ct,1.947525 BTC,USA/Europe
UltraDirect809,Drugs/Dissociatives/Ketamine,Premium K Powder 10g,2.276129 BTC,Worldwide
PureVendor480,Drugs/Cannabis/Edibles,Premium Verified Product 500g,3.96992 BTC,Switzerland
DeltaMarket543,Drugs/Prescription/Adderall,Authentic Pure Adderall 28ct,7.355392 BTC,Czech Republic
UltraKing555,Drugs/Stimulants/Cocaine,Tested Blow 5g,1.926229 BTC,USA/Europe
CryptoDealer638,Drugs/Stimulants/Cocaine,Tested Blow 500g,2.897529 BTC,No Info
BlackMarket588,Drugs/Stimulants/Meth,Grade-A Methamphetamine 14g,0.279821 BTC,Switzerland
QuickPro135,Drugs/Cannabis/Hash,Quality Verified Items 10ct,3.023165 BTC,Poland
QuickKing639,Drugs/Opioids/Fentanyl,Research Chemical Quality Fent 500g,7.675285 BTC,UK
VenomSource815,Drugs/Ecstasy/Pills,Blue Quality Press 2ct,0.793635 BTC,Canada
BlueKing295,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 500g,3.214815 BTC,Canada
AlphaVendor354,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 2g,1.256757 BTC,Germany
GhostLab755,Drugs/Psychedelics/DMT,Crystal Grade-A DMT 1g,3.879214 BTC,Germany
VenomLab764,Drugs/Stimulants/Cocaine,Lab Blow 28g,5.442202 BTC,Canada
SilentMaster997,Drugs/Opioids/Heroin,Brown Lab Dope 10g,2.044888 BTC,China
SilentMarket838,Drugs/Stimulants/Meth,Quality Methamphetamine 500g,2.214894 BTC,Netherlands
BlackBoss982,Fraud/Documents,Fake Pure ID,2.1907 BTC,USA/Europe
SilentPro922,Drugs/Cannabis/Weed,Premium Grade-A Product 14g,2.177806 BTC,India
SilentBoss239,Drugs/Stimulants/Meth,Premium Methamphetamine 5g,1.731734 BTC,France
AlphaDirect701,Drugs/Stimulants/Speed,Premium Speed Paste 1g,1.812995 BTC,UK
SilentMaster955,Drugs/Prescription/Tramadol,Grade-A Tramadol 2ct,1.654298 BTC,Germany
UltraDirect809,Drugs/Opioids/Heroin,High Quality Lab Heroin 25g,0.997726 BTC,Europe
SwiftExpert794,Fraud/Documents,Grade-A License Replica,1.720814 BTC,Europe
QuickKing639,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 25g,5.271345 BTC,China
QuickSource60,Drugs/Prescription/Tramadol,Pure Tramadol 5ct,2.974988 BTC,Switzerland
SilentBoss239,Fraud/Documents,Fake Pure ID,4.616858 BTC,Worldwide
AlphaStore878,Drugs/Stimulants/Cocaine,Grade-A Blow 100g,3.975424 BTC,China
AlphaVendor354,Drugs/Cannabis/Weed,Quality Verified Items 250ct,0.057095 BTC,Canada
VenomSource815,Drugs/Stimulants/Speed,Crystal Lab Speed 250g,1.700964 BTC,Australia
DeltaStore687,Drugs/Stimulants/Cocaine,Premium Blow 500g,2.066739 BTC,No Info
CryptoLab868,Drugs/Stimulants/Speed,Quality Quality Amphetamine 7g,4.220904 BTC,Spain
SpeedMarket271,Drugs/Stimulants/Speed,Quality Tested Amphetamine 28g,6.564169 BTC,India
StealthVendor191,Drugs/Psychedelics/LSD,Quality LSD Blotters 500ct,0.282179 BTC,USA
VenomSource928,Drugs/Cannabis/Edibles,Premium Grade-A Product 5g,1.324512 BTC,UK
VenomLab714,Digital/Hacking,Hacked Tested Account,1.033731 BTC,Canada
SpeedVendor287,Drugs/Opioids/Heroin,Brown Quality Dope 14g,1.569765 BTC,Poland
SilentVendor726,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 5ct,7.009303 BTC,Switzerland
SpeedVendor287,Drugs/Cannabis/Hash,Grade-A Quantity 25g,3.187707 BTC,Poland
AlphaStore95,Drugs/Dissociatives/Ketamine,Pure K Powder 250g,5.984389 BTC,Australia
BlueStore943,Drugs/Cannabis/Edibles,Grade-A Quantity 5g,2.275244 BTC,Spain
SilentPro922,Drugs/Dissociatives/Ketamine,Research Grade Quality Ketamine 500g,0.28623 BTC,USA/Europe
GreenMarket125,Drugs/Ecstasy/Pills,Blue Premium Press 14ct,5.704007 BTC,Czech Republic
VenomPro997,Drugs/Prescription/Xanax,Grade-A Benzo 14ct,4.620252 BTC,UK
SilentBoss239,Fraud/Documents,Lab License Replica,1.084322 BTC,Czech Republic
AlphaStore95,Drugs/Opioids/Fentanyl,Research Chemical Verified Fent 50g,2.162121 BTC,Poland
RedLab835,Drugs/Prescription/Xanax,Authentic Lab Xanax 2ct,5.204629 BTC,France
VenomLab714,Drugs/Psychedelics/Mushrooms,Dried Verified Shrooms 5g,6.536217 BTC,Europe
QuickKing639,Drugs/Ecstasy/Pills,Pure MDMA Pressed Pills 7ct,1.22438 BTC,Spain
UltraSource684,Drugs/Opioids/Heroin,High Quality Grade-A Heroin 14g,3.287539 BTC,Poland
AlphaStore132,Drugs/Dissociatives/Ketamine,Pure K Powder 28g,4.801428 BTC,India
ShadowVendor954,Drugs/Ecstasy/Pills,Blue Lab Press 2ct,0.837798 BTC,USA
SpeedMarket529,Drugs/Cannabis/Hash,Premium Lab Product 50g,0.548374 BTC,Australia
UltraLab266,Drugs/Opioids/Oxycodone,Pure Percs 500ct,0.104305 BTC,Europe
PureStore440,Drugs/Stimulants/Meth,Ice Premium Crystal 500g,1.293867 BTC,Australia
AlphaDirect701,Drugs/Cannabis/Hash,Verified Quantity 10g,0.939074 BTC,UK
ShadowVendor173,Drugs/Stimulants/Speed,Premium Speed Paste 1g,3.484414 BTC,Australia
SwiftExpert794,Drugs/Ecstasy/Pills,Tested MDMA Pressed Pills 250ct,1.448603 BTC,France
PharmaDirect647,Drugs/Prescription/Tramadol,Generic Tested Ultram 250ct,1.349348 BTC,Australia
SilentMaster997,Drugs/Psychedelics/Mushrooms,Grade-A Cubensis 1g,2.779433 BTC,Worldwide
ShadowVendor173,Drugs/Dissociatives/Ketamine,Research Grade Pure Ketamine 50g,3.363408 BTC,Spain
GreenDealer162,Drugs/Psychedelics/Mushrooms,Psilocybin Grade-A Mushrooms 10g,1.337476 BTC,UK
UltraKing555,Drugs/Opioids/Oxycodone,Authentic Grade-A Oxy 100ct,3.329973 BTC,USA
DarkBoss582,Digital/Hacking,Hacked Pure Account,0.639951 BTC,No Info
SwiftDealer556,Drugs/Cannabis/Hash,Pure Quantity 5g,4.241753 BTC,Australia
AlphaStore878,Drugs/Ecstasy/Pills,Verified MDMA Pressed Pills 50ct,0.401064 BTC,Czech Republic
VenomMarket709,Drugs/Prescription/Tramadol,Generic Premium Ultram 500ct,4.91323 BTC,No Info
DeltaStore687,Drugs/Prescription/Tramadol,Lab Tramadol 14ct,5.466738 BTC,France
PharmaSource204,Drugs/Prescription/Xanax,Authentic Quality Xanax 7ct,8.293482 BTC,USA
SpeedVendor287,Drugs/Dissociatives/Ketamine,Pure K Powder 250g,1.617906 BTC,Australia
PureMarket224,Drugs/Opioids/Heroin,Brown Premium Dope 28g,3.856532 BTC,Poland
ShadowDealer416,Drugs/Ecstasy/Pills,Blue Premium Press 500ct,0.105021 BTC,Germany
QuickPro135,Drugs/Ecstasy/MDMA,Tested Ecstasy Crystals 7g,1.666817 BTC,UK
BlackExpert873,Drugs/Psychedelics/Mushrooms,Dried Lab Shrooms 2g,0.293008 BTC,Czech Republic
VenomLab714,Drugs/Psychedelics/DMT,Tested Spice 1g,4.856724 BTC,UK
PharmaBoss522,Drugs/Opioids/Fentanyl,Premium Fentanyl Powder 250g,3.575744 BTC,Switzerland
VenomSource815,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 50g,2.150062 BTC,Spain
SilentBoss239,Drugs/Cannabis/Edibles,Lab Quantity 2g,0.07848 BTC,UK
UltraSource684,Drugs/Prescription/Tramadol,Generic Premium Ultram 2ct,3.699751 BTC,Czech Republic
AlphaStore878,Drugs/Psychedelics/Mushrooms,Verified Cubensis 250g,2.476326 BTC,India
UltraMarket470,Drugs/Stimulants/Speed,Grade-A Speed Paste 28g,2.840409 BTC,Switzerland
DarkBoss582,Digital/Hacking,Compromised Tested Database,1.09077 BTC,Worldwide
VenomPro997,Drugs/Psychedelics/LSD,Premium Liquid LSD 100ml,5.74063 BTC,Worldwide
PharmaExpert186,Drugs/Opioids/Heroin,High Quality Grade-A Heroin 50g,0.629221 BTC,France
QuickMaster491,Drugs/Cannabis/Weed,Quality Premium Items 500ct,3.913748 BTC,USA
SilentMarket838,Drugs/Cannabis/Edibles,Quality Grade-A Items 25ct,3.501911 BTC,USA/Europe
SpeedMarket529,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 10ct,0.53724 BTC,France
GreenExpert605,Drugs/Prescription/Xanax,Premium Benzo 50ct,5.994842 BTC,India
AlphaDealer746,Drugs/Cannabis/Hash,Quality Quality Items 500ct,3.011712 BTC,Czech Republic
SilentMarket189,Drugs/Psychedelics/LSD,Tested Liquid LSD 250ml,0.979703 BTC,Germany
PureStore440,Drugs/Ecstasy/Pills,Grade-A MDMA Pressed Pills 250ct,3.030244 BTC,Spain
EliteMaster689,Drugs/Psychedelics/LSD,Premium Liquid LSD 7ml,2.237502 BTC,Worldwide
BlackExpert873,Drugs/Dissociatives/Ketamine,Research Grade Tested Ketamine 1g,0.028581 BTC,Worldwide
StealthPro162,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 25g,5.183622 BTC,USA
QuickDirect928,Drugs/Cannabis/Weed,Premium Premium Product 500g,0.154096 BTC,France
UltraDirect809,Drugs/Stimulants/Cocaine,High Purity Grade-A Cocaine 100g,2.58591 BTC,Poland
SpeedMarket271,Fraud/Documents,Fake Tested ID,2.434369 BTC,Czech Republic
KingBoss990,Drugs/Cannabis/Weed,Premium Verified Product 7g,0.40348 BTC,China
AlphaDealer746,Drugs/Psychedelics/DMT,Extracted Pure DMT 50g,1.728853 BTC,No Info
DeltaMarket543,Drugs/Opioids/Fentanyl,Research Chemical Premium Fent 28g,1.707819 BTC,Worldwide
DarkShop818,Drugs/Psychedelics/LSD,Quality LSD Blotters 28ct,0.677154 BTC,China
StealthShop752,Drugs/Psychedelics/DMT,Grade-A Spice 500g,7.273682 BTC,Canada
OmegaKing43,Drugs/Cannabis/Weed,Premium Premium Product 50g,0.414949 BTC,Europe
ShadowVendor954,Drugs/Psychedelics/LSD,High-Dose Lab Tabs 2ct,3.315625 BTC,Poland
SpeedShop481,Drugs/Ecstasy/Pills,Blue Premium Press 100ct,1.561124 BTC,Australia
DeltaMarket608,Drugs/Psychedelics/Mushrooms,Psilocybin Premium Mushrooms 250g,0.49235 BTC,USA
SilentPro922,Drugs/Stimulants/Cocaine,Lab Blow 50g,3.516872 BTC,USA/Europe
SpeedMarket529,Drugs/Prescription/Adderall,Grade-A Amphetamine Salts 14ct,1.413271 BTC,USA
BlackShop465,Drugs/Stimulants/Speed,Verified Speed Paste 100g,1.173981 BTC,India
RedLab835,Drugs/Stimulants/Cocaine,Fishscale Grade-A Coke 1g,1.986025 BTC,USA/Europe
PharmaSource204,Drugs/Cannabis/Edibles,Pure Quantity 7g,0.96991 BTC,Czech Republic
SilentMaster997,Drugs/Ecstasy/MDMA,Crystal Verified MDMA 1g,6.14613 BTC,USA
BlackShop465,Drugs/Cannabis/Edibles,Quality Tested Items 500ct,1.805748 BTC,Canada
StealthKing618,Drugs/Opioids/Fentanyl,Grade-A Fentanyl Powder 500g,0.654961 BTC,USA
StealthKing618,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 14g,4.348278 BTC,Poland
SpeedDealer285,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 25g,2.097984 BTC,Spain
UltraSource684,Drugs/Stimulants/Meth,Lab Methamphetamine 14g,3.083332 BTC,China
EliteMaster689,Drugs/Cannabis/Edibles,Grade-A Quantity 7g,3.092164 BTC,UK
AlphaKing870,Drugs/Stimulants/Meth,Premium Quality Meth 250g,3.424343 BTC,Canada
ShadowVendor173,Drugs/Cannabis/Weed,Quality Premium Items 7ct,3.113192 BTC,Belgium
SilentPro922,Drugs/Stimulants/Speed,Crystal Pure Speed 10g,0.739749 BTC,Netherlands
StealthShop752,Drugs/Prescription/Xanax,Pressed Tested Xanax 5ct,3.900675 BTC,Spain
StealthKing618,Drugs/Cannabis/Edibles,Premium Grade-A Product 5g,1.18153 BTC,Europe
UltraLab266,Drugs/Opioids/Oxycodone,Authentic Quality Oxy 50ct,0.61318 BTC,Canada
RedMarket810,Drugs/Psychedelics/Mushrooms,Psilocybin Lab Mushrooms 1g,0.514687 BTC,Belgium
SpeedMarket519,Drugs/Ecstasy/Pills,Premium MDMA Pressed Pills 500ct,2.805061 BTC,Canada
GreenDealer162,Drugs/Cannabis/Weed,Premium Quantity 28g,4.153063 BTC,Spain
SilentMaster997,Digital/Hacking,Lab Fullz,4.32647 BTC,UK
AlphaStore354,Drugs/Prescription/Tramadol,Generic Pure Ultram 250ct,5.305223 BTC,Czech Republic
UltraMarket470,Drugs/Stimulants/Meth,Premium Pure Meth 250g,4.006509 BTC,Worldwide
SwiftKing346,Drugs/Ecstasy/MDMA,Pure Quality Molly 50g,2.288505 BTC,China
PharmaDirect647,Drugs/Cannabis/Edibles,Quality Verified Items 10ct,0.456953 BTC,Germany
PureMarket96,Drugs/Stimulants/Meth,Grade-A Methamphetamine 100g,2.47016 BTC,USA
UltraMarket470,Drugs/Psychedelics/LSD,Tested LSD Blotters 50ct,1.356169 BTC,India
PharmaSource204,Drugs/Prescription/Xanax,Pressed Tested Xanax 50ct,4.376844 BTC,Switzerland
StealthVendor191,Drugs/Prescription/Tramadol,Generic Premium Ultram 100ct,2.333749 BTC,Poland
SpeedShop526,Drugs/Prescription/Adderall,Pure Amphetamine Salts 1ct,3.1835 BTC,UK
AlphaDealer746,Drugs/Stimulants/Cocaine,High Purity Quality Cocaine 100g,0.28365 BTC,India
UltraLab266,Drugs/Opioids/Fentanyl,Research Chemical Premium Fent 500g,2.483965 BTC,Netherlands
UltraKing555,Drugs/Cannabis/Hash,Quality Premium Items 25ct,2.366341 BTC,Australia
KingLab317,Drugs/Psychedelics/Mushrooms,Dried Pure Shrooms 2g,2.841066 BTC,Europe
BluePro475,Drugs/Prescription/Tramadol,Lab Tramadol 2ct,5.650702 BTC,India
DarkBoss582,Digital/Hacking,Compromised Lab Database,0.817836 BTC,Spain
EliteDealer235,Drugs/Psychedelics/DMT,Extracted Quality DMT 100g,3.379252 BTC,India
AlphaVendor354,Fraud/Documents,Premium License Replica,2.693323 BTC,Belgium
